fwe.lower,aqem.code,gen,sp,streamzone_euc,streamzone_hyc,streamzone_erh,streamzone_mrh,streamzone_hrh,streamzone_epo,streamzone_mpo,streamzone_hpo,streamzone_lit,streamzone_pro,tachlong_cr,tachlong_er,tachlong_mr,tachlong_hr,tachlong_ep,tachlong_mp,tachlong_est,tachlong_out,tachtrans_rich,tachtrans_bcsa,tachtrans_ppdsa,tachtrans_mapb,tachtrans_tmpw,tachtrans_lake,tachtrans_gw,tachalt_low,tachalt_pie,tachalt_alt,tachsub_fbcp,tachsub_grvl,tachsub_sand,tachsub_silt,tachsub_macp,tachsub_micp,tachsub_twro,tachsub_odli,tachsub_mud,currpref_lib,currpref_lip,currpref_lrp,currpref_rlp,currpref_rhp,currpref_rhb,currpref_ind,tachcurr_null,tachcurr_slow,tachcurr_medium,tachcurr_fast,tachtemp_psy,tachtemp_the,tachtemp_eut,tachph_less4,tachph_4to4.5,tachph_4.5to5,tachph_5to5.5,tachph_5.5to6,tachph_gre6,tachsal_frw,tachsal_brw,tachsap_x,tachsap_o,tachsap_b,tachsap_a,tachsap_p,tachtroph_oli,tachtroph_meso,tachtroph_eu,feedingtype_gra,feedingtype_min,feedingtype_xyl,feedingtype_shr,feedingtype_gat,feedingtype_aff,feedingtype_pff,feedingtype_pre,feedingtype_par,feedingtype_oth,tachfood_mior,tachfood_detl1,tachfood_dpg1,tachfood_limi,tachfood_lima,tachfood_dag1,tachfood_lmic,tachfood_lmac,tachfood_vert,tachfeed_abs,tachfeed_dpf,tachfeed_shr,tachfeed_scr,tachfeed_fif,tachfeed_pie,tachfeed_pre,tachfeed_par,locotype_sws,locotype_swd,locotype_bub,locotype_spw,locotype_ses,locotype_oth,tachloco_flr,tachloco_ssw,tachloco_wsw,tachloco_crw,tachloco_bur,tachloco_int,tachloco_tat,tachloco_pat,tachrespir_teg,tachrespir_gil,tachrespir_pls,tachrespir_spi,tachrespir_ves,tachsize_less0.25,tachsize_0.25to0.5,tachsize_0.5to1,tachsize_1to2,tachsize_2to4,tachsize_4to8,tachsize_gre8,tachresis_egg,tachresis_coc,tachresis_hou,tachresis_did,tachresis_non,tachdisp_aquapass,tachdisp_aquaact,tachdisp_aerpass,tachdisp_aeract,tachaqua_egg,tachaqua_larva,tachaqua_nymph,tachaqua_adult,tachlong_less1,tachlong_gre1,tachcycle_less1,tachcycle_one,tachcycle_gre1,tachrepro_ovo,tachrepro_fie,tachrepro_cie,tachrepro_fic,tachrepro_frc,tachrepro_vec,tachrepro_tec,tachrepro_ase
Astacidae Gen. sp.,9269,NA,NA,0,1.4,2.2,1.2,1,0.4,0.6,0,2.8,0.4,0,1.666666667,2,1,0.333333333,0,0,1,0,2.333333333,2,0,0,1,0,3,0.333333333,0,2,0.333333333,0.333333333,0,1,0,0.333333333,0,0.333333333,0,0,0,0.5,0.25,0,0.25,0.666666667,1.666666667,2,0.666666667,2.5,1.5,0,0,0,1,1,1,1,3,0.333333333,0.5,1,1,0.5,0,3,0.333333333,0,0,0,0,0,3,0,0,3,0,4,0,0,1.333333333,0,2,0.666666667,0.333333333,2,0.666666667,0,0.333333333,2.333333333,0,0,0,1.333333333,0,0,0.75,0.75,8.5,0,0,0,0,1,4,1.333333333,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0.666666667,0,0,0.666666667,2,0,2,0,0,3,3,0,2.666666667,0,3,1,2,0,3,0,0,2.666666667,0,0,0,0
Corophium sp.,4750,Corophium,sp.,0,0,0,0,0,0.75,0.75,0.25,8.25,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,3,0,0,3,0,0,3,3,0,3,1,0,0,0,0,0.75,0.25,0,0,3,3,0,0,0,1,0,0,0,0,0,0,3,3,3,0,1,3,1,0,0,2,1,0,0,0,0,0,10,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1.5,0.75,2,5.75,0,0,0,1,3,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,2,0,0,3,3,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0
Radix sp.,6673,Radix,sp.,0,0.75,1.25,1,2,1.75,0.5,0,2.75,0,1,2,3,2,3,1,0,2,0,3,2,0,1,0,0,3,3,1,3,1,1,1,5,1,0,0,3,0,0,0.5,0.25,0,0,0.25,3,3,0,0,0,2,0,0,0,0,1,2,3,3,2,0,1,3,2,0,0,3,1,5,0,0,2,3,0,0,0,0,0,0,0,3,5,3,1,3,1,0,0,0,1,3,0,0,0,0,0,0,0,10,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,2,1,0,0,3,0,0,3,2,3,0,3,0,0,0,0,3,0,0,0,0
Hydroptila sp.,5616,Hydroptila,sp.,0.333333333,0.3,1.233333333,1.633333333,2.2,1.633333333,1.033333333,0.233333333,1.4,0,1,2,3,5,3,1,0,4,2,4,1,0,1,5,0,3,0,0,2,2,1,0,5,2,1,1,1,0,0,0,0,1,0,0,1,3,2,0,1,0,0,0,0,0,0,0,3,3,1,0,1,3,2,0,2,3,1,4,4,0,0,1,0,0,1,0,0,0,2,0,1,4,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,7,0,3,0,0,0,3,0,0,1,0,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,1,2,1,3,3,3,0,3,0,0,2,3,0,0,0,3,0,0,0,0
Simulium (Wilhelmia) sp.,9762,Simulium,(Wilhelmia) sp.,0.113636364,1.454545455,2.681818182,2.068181818,1.386363636,1.454545455,0.568181818,0.272727273,0,0,1,2,2,2,0.5,0.5,0,0.5,5,2.5,0.5,0,1,0,0,1,2.5,1.5,4,0.5,0,0,4.5,0,1,1,0,0,0,0,0,1,0,0,0,0.5,2,2.5,2.5,2,3,0.5,0.5,1.5,2.5,2,2.5,3,0,1,2.5,3,0.5,0,2,1.5,0.5,0,0,0,0,0,0,10,0,0,0,0,2.5,0,1,0,0,0.5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,10,0,0,0,0,2,0,1,4,0,3,1,0,1.5,0,0,1,2,0,0,0,0,1,0,0,1,0,2,1.5,3,1,2,3,3,0,3,0.5,0,2,3,0,1,0,3,1,0,1,0
Gomphidae Gen. sp.,8410,NA,NA,0,0,0,1,2.25,6,0,0,0.75,0,0,2,1,0.333333333,0.666666667,0,0,1,2.666666667,2,0,0,0,0.666666667,0,2.333333333,0.666666667,0,0.666666667,0.666666667,4,1,0.333333333,0,1,0,0.666666667,0,0,0,1,0,0,0,0.333333333,2,2,0.333333333,1,0,0,0,0,2,3,2,2,3,0,0,1.666666667,2,0.666666667,0,1.666666667,1.666666667,0.333333333,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.333333333,4.666666667,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,2,4,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,2.333333333,0.666666667,0,3,3,3,0,0,0,3,2,1.666666667,0,0,1.666666667,1.666666667,0,0.333333333,0,0,0
Erpobdellidae Gen. sp.,5162,NA,NA,0,0.571428571,0.714285714,1,1.285714286,2.428571429,2.428571429,0.857142857,0.714285714,0,0.5,0.5,0.5,0.5,0.5,0.5,0,3,0,2.5,0.5,2,2.5,1.5,0,3,0,0,1,0.5,0,0,2,0,0,1,1,0,0.25,0.5,0.25,0,0,0,2,1.5,1,0,NA,NA,NA,0.5,0.5,1,2,2,2,3,0,0,0,2,2.5,1,0,2,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0.5,3,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,3.5,1,0,0.5,0,3,0,0,0,0,0,0,0,0,1.5,0,1.5,0,3,0,0,0,1,1,0.5,0,3,3,0,1.5,0.5,3,2,1.5,0,0,0,0,3,0,0,0,0
Mystacides sp.,6065,Mystacides,sp.,0,0,0,0,1.666666667,2.333333333,1.666666667,0,4.333333333,0,0,1,1,2,3,4,1,4,1,1,2,0,0,4,0,3,1,1,3,1,2,1,3,0,3,1,1,0,1,0,0,0,0,0,2,3,1,0,0.5,0.5,0,0,0,1,3,3,3,3,1,0,0,3,2,0,1,3,3,2,0,0,2,5,0,0,1,0,0,0,2,0,2,4,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,10,0,0,0,0,1,4,0,0,0,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,1,1,1,2,3,3,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
Piscicolidae Gen. sp.,8852,NA,NA,0,0,0,0.4,1.6,3.2,2.8,1.2,0.8,0,0,0,1,2,2,3,0,2,4,4,1,0,0,2,0,3,0,0,3,1,0,0,5,0,0,1,0,0,0,0,0,0.5,0,0.5,0,3,3,2,NA,NA,NA,0,0,0,1,1,3,3,2,0,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,1.5,0,5,3.5,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,3,2,0,0,3,3,0,2,3,0,0,3,0,0,0,3,2,0,0,0,0
Hydrophilidae Gen. sp.,12984,NA,NA,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,5,0,0,2.857142857,3,0.071428571,0.142857143,0,2.928571429,0.214285714,0,0,0,0,0.071428571,3,2.857142857,0,3,3,0,0,1,0,0,0,0,3,0.071428571,0,0,NA,NA,NA,0.428571429,0.571428571,1.071428571,1.214285714,1.428571429,2.5,2.928571429,1.428571429,0,0.166666667,1.583333333,2.5,0.083333333,0.142857143,0.357142857,3,1,0,0,3,5,0,0,1,0,0,0,0,0,2.571428571,0.142857143,0,2.714285714,1.285714286,0,0,0,3,0,0,0,1.142857143,0,0,2,0,6,0,2,1,0,3,3,0,0,0,0,1.142857143,0.214285714,1.142857143,3,0,0,1.857142857,1,0.285714286,0.142857143,0.214285714,0,0,0,0.214285714,0,2.785714286,0.071428571,1,0,3,3,3,0,2,0.857142857,2.785714286,0,3,1,0,0,0,2.571428571,0.214285714,0.214285714,0,0
Scleroprocta sp.,13280,Scleroprocta,sp.,0,1,2,1,1,0,0,0,5,0,0,1,1,1,0,0,1,0,0,4,2,2,0,1,0,3,1,1,1,2,4,2,1,0,2,3,2,0,0,0,0.6,0,0,0.4,1,2,1,1,1,0,0,1,1,2,3,2,2,3,0,0,0.333333333,1,0.666666667,0,0,1,0,2.4,0,0,1.9,5.7,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,6.666666667,3.333333333,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,3,0,1,0,1,2,2,0,0,3,0,0,3,1,0,1,0,0,1,0,0,0
Limnephilus sp.,5844,Limnephilus,sp.,0.255319149,0.234042553,0.276595745,0.340425532,0.659574468,0.893617021,0.468085106,0.106382979,6.744680851,0.021276596,1.1875,2.8125,2.5625,1.25,0.5625,0.3125,0.125,1.375,1.1875,1.125,0.75,0.5,0.625,1.0625,0,2.125,1.375,0.5,2.125,0.875,0.5625,0.0625,1.6875,0.1875,0.1875,1.75,0.3125,0.529411765,0.470588235,0,0,0,0,0,0.9375,2.0625,1.25,1.5,1.75,0,0,0,0,1,2.2,2.466666667,2.933333333,3,0.125,1.3125,2.5625,1.8125,0.375,0,1.833333333,0.75,0.25,2,0,0,5,0,0,0,3,0,0,0.0625,0.125,2.375,1.375,2.125,0,0.0625,0.5625,0,0,0.125,2.75,1,0,0,0.1875,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,2.375,2.125,0,0,0,0,0,0.5,2.125,1.125,0,0,0,0,0,1.1,2.1,0.5,1.8125,0,2.1875,2.5,3,2.875,0,1.75,0.1875,0.230769231,3,0,0,0,0,1.875,0,0,0.5,0
Coenagrionidae Gen. sp.,4723,NA,NA,1,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,3,0,2,2,2,0,2,0,3,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,3,2,0,0,NA,NA,NA,0,1,2,3,3,2,3,0,0,1,3,1,0,3,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,2,3,0,0,2,0,1,2,0,0,0,0,0,0,3,0,0
Veliidae Gen. sp.,8468,NA,NA,1,2,2.333333333,2.666666667,1.666666667,0.333333333,0,0,0,0,2,2,1,1,1,0,0,5,0,4,2,0,1,2,1,3,2,0,3,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0,NA,NA,NA,0,0,1,2,2,3,3,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,1,0,10,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,1,3,0,1,0,2,0,2,3,0,0,3,1,0,0,0,3,0,0,3,0
Chrysopilus sp.,14467,Chrysopilus,sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,1,0,0,1,2,2,2,2,3,0,0,1,1,1,3,0,0,0,3,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,0,0,0,0,0,1,1,2,3,0,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,3,1,1,3,0,0,0,0,0,0,0,3,0
Planipennia Gen. sp.,16831,Planipennia,Gen. sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhypholophus sp.,6795,Rhypholophus,sp.,0,1,2,1,1,0,0,0,5,0,0,1,1,1,0,0,1,0,0,4,2,2,0,1,0,3,1,1,1,2,4,2,1,0,2,3,2,0,0,0,0,0,0,1,1,2,1,1,1,0,0,1,1,2,3,2,2,3,0,0,0.333333333,1,0.666666667,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,6.666666667,3.333333333,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,3,0,1,0,1,2,2,0,0,3,0,0,3,1,0,1,0,0,1,0,0,0
Gammaridae Gen. sp.,10323,NA,NA,1.05,0.65,0.5,0.65,0.75,1.3,1.1,2.5,1,0.5,0.5,0.5,0.5,0.5,1.5,2.5,2.25,1.25,2.5,3.25,0.25,0.25,0.25,1,1.25,3,1,0,4,2.25,1.5,1.75,3.25,1,3.25,2.75,0,0,0,0,0.666666667,0.25,0,0.083333333,1.25,2,1.25,0.25,1,0.5,0,0.25,0.25,1,1,1.5,2.75,3,1,1,1.5,2.25,0.75,0,1.75,1.75,0.5,0.586206897,0,0,4.862068966,2.724137931,0,0.172413793,1.034482759,0,0.620689655,0,2,3.25,1.75,0.75,1.5,1.75,2,0,0,0,3.25,0.5,0,0,0.25,0,0,5.333333333,0,4.666666667,0,0,0,0,2,2.75,0.25,1.25,0,0,0.25,3,0,0,0,0,0,0,0.5,2.75,0,0,0,0,0,0,3,2.75,1.25,0,0,3,3,0,3,1,2.25,0.75,0,2.25,3,0,0,0,0,0,0,0
Decapoda Gen. sp.,9349,Decapoda,Gen. sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glossiphonia sp.,5310,Glossiphonia,sp.,0.166666667,0.166666667,0.333333333,0.333333333,0.833333333,1.833333333,2.166666667,1.166666667,1.5,1.5,2,3,3,2,2,2,0,3,2,2,3,0,0,3,0,3,0,0,4,3,0,0,3,0,0,1,0,0,0,0,0.333333333,0,0,0.666666667,2,2,2,1,NA,NA,NA,0,1,1,1,2,3,3,1,0,1,3,2,0,0,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,10,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,1,1,0,0,3,3,0,2,1,3,0,3,0,2,0,0,0,1,0,0,0
Antocha sp.,4330,Antocha,sp.,0,0.5,0.75,1,1.5,0.75,0,0,5.5,0,1,1,1,1,1,1,1,0,0,2,2,2,0,1,0,3,0,0,4,2,2,1,3,0,1,3,1,0,0,0,0,0,0,1,1,1,2,2,0,1,2,0,0,2,2,1,1,3,1,0,1,3,2,0,1,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,1,3,0,0,0,1,0,0,0,6.666666667,3.333333333,0,0,0,0,0,2,3,0,0,0,1,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,2,0,1,2,1,2,1,0,0,1,0,0,3,1,0,1,0,1,0,0,0,0
Agabus sp.,11659,Agabus,sp. Ad.,0.764705882,0.352941176,0.352941176,0.235294118,0.647058824,0.470588235,0.235294118,0,6.941176471,0,0,1,2,3,2,1,0,3,0,1,2,2,1,2,0,3,2,1,0,1,1,1,3,0,0,3,3,0,1,0,0,0,0,0,3,1,0,0,1.166666667,0.166666667,0,1,1,2,3,3,3,3,1,0,3,3,2,0,1,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,3,1,0,0,3,0,0,3,0,0,0,7,0,1,0,2,1,0,3,3,0,0,0,0,1,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,3,1,1,0,3,3,3,0,2,0,3,0,3,1,0,0,0,3,0,1,0,0
Pilaria sp.,6403,Pilaria,sp.,0,0,0,1,2,1,0,0,6,0,0,1,1,1,0,0,1,0,0,2,2,2,0,1,0,3,1,1,1,2,3,3,1,0,0,3,3,0,0,0,0,0,0,1,1,2,1,0,0,0,2,1,1,2,2,3,3,3,0,0,0.333333333,1,0.666666667,0,1,1,0,0,0,0,0,1.666666667,0,0,8.333333333,0,0,0,1,3,1,0,0,0,5,0,0,0,1,1,0,0,3,0,0,0,6.666666667,3.333333333,0,0,0,0,0,1,4,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,2,1,1,0,1,2,2,0,0,1,0,0,3,1,0,1,0,1,0,0,0,0
Habrophlebia sp.,5371,Habrophlebia,sp.,0.75,1,1.25,3,3,0.25,0,0,0.75,0,0,2,3,4,1,1,0,1,1,3,1,0,0,1,0,3,1,0,0,0,1,1,2,0,2,3,1,0,0,0,1,0,0,0,0,3,0,0,NA,NA,NA,0,0,0,0,1,3,3,0,0,2,2,1,0,1,3,0,2,0,0,0,8,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,8,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,2,0,0,1,1,1,1,1,1,3,3,0,0,3,0,0,3,0,0,1,3,0,0,0,0,0
Alboglossiphonia sp.,8865,Alboglossiphonia,sp.,0,0,0,0,0.5,3,2.5,0.5,3,0.5,0,0,2,2,2,2,0,2,1,1,2,0,1,2,0,3,0,0,2,0,0,0,5,0,0,3,0,0,0,0,0,0,0,1,2,3,1,0,NA,NA,NA,1,1,1,2,3,3,3,0,0,0,1,2,0,0,2,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,4,1,0,1,0,3,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,1,1,0,0,3,3,0,3,3,1,0,3,1,2,0,0,0,1,0,0,0
Dytiscidae Gen. sp.,11625,NA,NA,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,1,3,0,1,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,1,0,0,0,0,3,0,0,0,1.166666667,0.166666667,0,0,0,0,1,2,2,3,0,0,1,2,1,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,3,0,0,0,6,0,1,0,3,1,0,3,3,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,3,3,3,0,2,1,3,0,1,3,0,0,0,3,0,0,0,0
Stratiomyiidae Gen. sp.,8761,NA,NA,0,2,1,0,0,0,0,0,7,0,2,2,1,0,0,0,2,2,0,3,4,2,3,3,0,2,1,1,2,0,0,0,4,0,2,3,1,0,0,1,0,0,0,0,3,2,1,0,1,1,0,0,0,0,1,1,3,3,2,0,3,2,0,0,2,1,0,3,0,0,3,3,1,0,0,0,0,0,1,5,3,0,0,2,1,0,0,2,3,1,0,0,1,0,0,2.25,0,7.75,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,2,2,1,1,0,0,0,0,3,0,1,1,1,3,1,2,2,0,2,1,0,3,0,0,3,0,2,0,0,1,0
Lepidostoma sp.,5724,Lepidostoma,sp.,0,0.666666667,1,4.333333333,4,0,0,0,0,0,0.5,2.5,2.5,1.5,1,1,0.5,1,1,2,0,0,0,1,0,3,0.5,0,1.5,1,2,0,1.5,0,2,0.5,0,0,0,0.5,0.5,0,0,0,1,2,2,0.5,2,0,0,0,0,0,1,1.5,2.5,3,0.5,0,1,2,0,0,3,1.5,0,5,0,3,2,0,0,0,0,0,0,0,0,4.5,0.5,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,0,0,8.75,1.25,0,0,0,0,5,0,0,0,0,2,2,0,0,0,0,0,1.5,2,0,0,0,0,0,0,0,3,1,1,1,1.5,3,3,3,0,3,0.5,0,3,0.5,0,0,0,3,0,0,0,0
Ephemerella sp.,5137,Ephemerella,sp.,0,0,2.5,2.5,2,2.5,0.5,0,0,0,1,4,5,5,4,1,0,2,3,4,0,0,1,1,0,3,2,0,3,2,1,1,5,0,4,2,1,0,0,0,1,0,0,0,0,3,3,1,0,1,0,0,1,1,3,3,3,3,0,1,2,3,1,0,2,3,0,5,0,0,0,5,0,0,0,0,0,0,1,3,4,3,0,1,0,0,0,1,2,2,0,0,1,0,0,1,1,8,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,2,0,0,1,1,2,3,1,3,3,3,0,0,3,0,0,3,1,0,1,3,0,0,1,0,0
Gyraulus sp.,5359,Gyraulus,sp.,0,0.142857143,0.142857143,0.142857143,0.285714286,0.428571429,0.285714286,0.285714286,8.285714286,0,1,1,1,2,3,2,0,4,0,3,5,0,1,0,0,3,0,0,3,1,0,1,5,1,0,3,4,0,0,1,0,0,0,0,3,2,1,0,0,1,0,0,0,1,1,3,3,3,1,0,2,2,1,0,1,3,1,6,0,0,2,0,0,0,0,0,2,0,0,1,4,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,10,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,2,0,0,3,0,0,3,3,1,0,3,0,0,0,0,3,0,0,0,0
Gerridae Gen. sp.,8654,NA,NA,0,0,0,0.083333333,0.25,0.333333333,0.416666667,0,8.916666667,0,0,1,1,1,2,2,0,5,1,3,3,2,1,3,0,3,2,1,0,0,0,0,5,0,0,0,0,0.083333333,0.25,0.583333333,0,0.083333333,0,0,3,3,1,1,NA,NA,NA,0,1,2,3,3,3,3,2,0,1,2,2,0,2,2,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,1,0,10,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,2,0,0,3,1,1,2,0,3,1,2,0,2,2,3,0,2,3,0,0,1,2,0,0,3,0
Amphipoda Gen. Sp.,9346,Amphipoda,Gen. sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mysidacea Gen. sp.,10631,Mysidacea,Gen. sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
